// Monsters Additional Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper
//道场
//2401,custom31,大蛇,Diaochan,100,2000000000,0,0,0,1,1000000,1000000,60,90,500,650,150,800,3000,300,10,12,1,4,80,0x37B5,100,150,350,1,10,,,,,,,,,671,100,2630,300,2410,300,1530,300,969,2000,969,2000,969,2000,969,2000,,
//2402,custom31,嘉神慎之助,Diaochan,100,2000000000,0,0,0,1,1200000,1200000,60,90,500,650,150,3800,3000,300,10,12,1,4,80,0x37B5,100,150,350,1,10,,,,,,,,,671,100,2630,300,2410,300,1530,300,969,2000,969,2000,969,2000,969,2000,,
//2403,custom31,伊格尼斯,Diaochan,100,2000000000,0,0,0,1,1200000,1200000,60,90,500,650,150,30000,3000,300,10,12,1,4,80,0x37B5,100,150,350,1,10,,,,,,,,,671,100,2630,300,2410,300,1530,300,969,2000,969,2000,969,2000,969,2000,,

//2416,PORING,大黄蜂,Poring,14,2100000000,0,59,40,7,22,28,0,40,1,14,14,0,40,2,10,12,0,3,41,0x84,1000,2000,432,600,0,0,0,0,0,0,0,1011,25,962,5500,938,1500,971,20,525,5,517,700,0,0,0,0,0,0,4035,1
2417,wk1,倭寇盗贼,Diaochan,100,30000000,0,0,0,1,250000,250000,60,90,500,500,150,800,700,300,10,12,1,4,80,0x37B5,100,150,350,1,10,,,,,,,,,675,10000,675,10000,,,,,,,,,,,,,,
2418,wk2,倭寇剑士,Diaochan,100,30000000,0,0,0,1,250000,250000,60,90,500,500,150,800,700,300,10,12,1,4,80,0x37B5,100,150,350,1,10,,,,,,,,,675,10000,675,10000,,,,,,,,,,,,,,
2419,wk3,倭寇法师,Diaochan,100,30000000,0,0,0,1,250000,250000,60,90,500,500,150,800,700,300,10,12,1,4,80,0x37B5,100,150,350,1,10,,,,,,,,,675,10000,675,10000,,,,,,,,,,,,,,
2420,wk4,倭寇弓箭手,Diaochan,100,30000000,0,0,0,10,250000,250000,60,90,500,500,150,800,700,300,10,12,1,4,80,0x37B5,100,150,350,1,10,,,,,,,,,675,10000,675,10000,,,,,,,,,,,,,,
2421,wk5,倭寇商人,Diaochan,100,30000000,0,0,0,1,250000,250000,60,90,500,500,150,800,700,300,10,12,1,4,80,0x37B5,100,150,350,1,10,,,,,,,,,675,10000,675,10000,,,,,,,,,,,,,,
2422,wk6,倭寇大盗贼,Diaochan,100,300000000,0,0,0,1,25000,25000,60,90,500,550,150,800,700,300,10,12,1,4,80,0x37B5,100,150,350,1,10,,,,,,,,,675,10000,675,10000,,,,,,,,,,,,,,
2423,wk7,倭寇大剑士,Diaochan,100,300000000,0,0,0,1,25000,25000,60,90,500,550,150,800,700,300,10,12,1,4,80,0x37B5,100,150,350,1,10,,,,,,,,,675,10000,675,10000,,,,,,,,,,,,,,
2424,wk8,倭寇大法师,Diaochan,100,300000000,0,0,0,1,25000,25000,60,90,500,550,150,800,700,300,10,12,1,4,80,0x37B5,100,150,350,1,10,,,,,,,,,675,10000,675,10000,,,,,,,,,,,,,,
2425,wk9,倭寇大弓手,Diaochan,100,300000000,0,0,0,10,25000,25000,60,90,500,550,150,800,700,300,10,12,1,4,80,0x37B5,100,150,350,1,10,,,,,,,,,675,10000,675,10000,,,,,,,,,,,,,
2587,custom31,刹那,Diaochan,100,1000000000,0,0,0,1,1000000,1000000,60,90,500,600,150,800,1200,300,10,12,1,4,80,0x37B5,100,150,350,1,10,,,,,,,,,671,100,2630,300,2410,300,1530,300,969,2000,969,2000,969,2000,969,2000,11126,1
//天界
2426,ex1,[天界]俄塞里斯,Osiris,78,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,1,1,89,0x37B5,150,200,450,350,35750,,,,,,,,,675,200,,,,,969,2000,30147,12,30162,10,19007,1,19003,8,4144,20
2427,ex2,[天界]巴风特,Baphomet,81,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,2,6,67,0x37B5,150,250,450,350,53625,,,,,,,,,675,200,,,,,969,2000,30148,12,30162,10,19007,1,19003,8,4147,20
2428,ex3,[天界]死灵,Doppelganger,72,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,1,6,67,0x37B5,150,250,450,350,25740,,,,,,,,,675,200,,,,,969,2000,30149,12,30162,10,19007,1,19003,8,4142,20
2429,ex4,[天界]蜂后,Mistress,74,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,0,4,84,0x37B5,150,250,450,350,19662,,,,,,,,,675,200,,,,,969,2000,30150,12,30162,10,19007,1,19003,8,4132,20
2430,ex5,[天界]黄金虫,Golden Thief,99,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,2,4,43,0x11AB,150,250,450,350,7150,,,,,,,,,675,200,,,,,969,2000,30151,12,30162,10,19007,1,19003,8,4128,1
2431,ex6,[天界]海盗之王,Drake,70,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,1,1,29,0x37B5,150,250,450,350,14300,,,,,,,,,675,200,,,,,969,2000,30152,12,30162,10,19007,1,19003,8,4137,20
2432,ex7,[天界]虎王,Eddga,65,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,2,2,23,0x37B5,150,250,450,350,12512,,,,,,,,,675,200,,,,,969,2000,30153,12,30162,10,19007,1,19003,8,4123,20
2433,ex8,[天界]幽灵波利,Ghostring,99,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,1,6,80,0x37B5,150,250,450,350,0,,,,,,,,,675,200,,,,,969,2000,30154,12,30162,10,19007,1,19003,8,4047,1
2434,ex9,[天界]蚁后,Maya,81,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,2,4,82,0x37B5,150,250,450,350,21450,,,,,,,,,675,200,,,,,969,2000,30155,12,30162,10,19007,1,19003,8,4146,20
2435,ex10,[天界]月夜猫,Moonlight,67,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,1,6,63,0x37B5,150,250,450,350,13750,,,,,,,,,675,200,,,,,969,2000,30147,12,30162,10,19007,1,19003,8,4131,20
2436,ex11,[天界]法老王,Pharaoh,93,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,2,9,67,0x37B5,150,250,450,350,57495,,,,,,,,,675,200,,,,,969,2000,30148,12,30162,10,19007,1,19003,8,4148,20
2437,ex12,[天界]皮里恩,Phreeoni,69,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,2,2,60,0x37B5,150,250,450,350,16087,,,,,,,,,675,200,,,,,969,2000,30149,12,30162,10,19007,1,19003,8,4121,20
2438,ex13,[天界]兽人酋长,Orc Lord,74,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,2,7,82,0x37B5,150,250,450,350,31102,,,,,,,,,675,200,,,,,969,2000,30150,12,30162,10,19007,1,19003,8,4135,20
2439,ex14,[天界]冰暴骑士,Stormy,77,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,2,0,84,0x37B5,150,250,450,350,32175,,,,,,,,,675,200,,,,,969,2000,30151,12,30162,10,19007,1,19003,8,4318,20
2440,ex15,[天界]卡仑,Garm,73,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,2,2,81,0x37B5,150,250,450,350,25025,,,,,,,,,675,200,,,,,969,2000,30152,12,30162,10,19007,1,19003,8,4324,20
2441,ex16,[天界]黑暗之王,Dark,80,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,2,6,89,0x37B5,150,250,450,350,32890,,,,,,,,,675,200,,,,,969,2000,30153,12,30162,10,19007,1,19003,8,4168,20
2442,ex17,[天界]乌龟将军,Turtle,97,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,2,2,42,0x37B5,150,250,450,350,9101,,,,,,,,,675,200,,,,,969,2000,30154,12,30162,10,19007,1,19003,8,4305,20
2443,ex18,[天界]死灵骑士,Lord,94,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,2,6,67,0x37B5,150,250,450,350,65671,,,,,,,,,675,200,,,,,969,2000,30155,12,,,19007,1,19003,8,,,
2444,ex19,[天界]天使波利,Angeling,20,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,1,8,80,0x37B5,150,250,450,350,32890,,,,,,,,,675,200,,,,,969,2000,30147,12,30162,10,19007,1,19003,8,4054,20
2445,ex20,[天界]德古拉男爵,D,85,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,2,6,80,0x37B5,150,250,450,350,60078,,,,,,,,,675,200,,,,,969,2000,30148,12,30162,10,19007,1,19003,8,4134,20
2446,ex21,[天界]墨蛇君,Evil Snake,73,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,2,2,80,0x37B5,150,250,450,350,17144,,,,,,,,,675,200,,,,,969,2000,30149,12,30162,10,19007,1,19003,8,4330,20
2447,ex22,[天界]元灵武士,Samurai,71,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,2,9,67,0x37B5,150,250,450,350,16547,,,,,,,,,675,200,,,,,969,2000,30150,12,30162,10,19007,1,19003,8,4263,1
2448,ex23,[天界]古埃及王,Amon Ra,88,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,2,7,62,0x1A4,150,250,450,350,43632,,,,,,,,,675,200,,,,,969,2000,30151,12,30162,10,19007,1,19003,8,4236,20
2449,ex24,[天界]塔奥群卡,Tao Gunka,99,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,2,6,60,0x37B5,150,250,450,350,29587,,,,,,,,,675,200,,,,,969,2000,30152,12,30162,10,19007,1,19003,8,4302,1
2450,ex25,[天界]RSX-0806,RSX-0806,86,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,2,0,60,0x37B5,150,250,450,350,15505,,,,,,,,,675,200,,,,,969,2000,30153,12,30162,10,19007,1,19003,8,4342,20
2451,ex26,[天界]嗒妮小姐,Lady,89,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,2,3,64,0x1A4,150,250,450,350,32497,,,,,,,,,675,200,,,,,969,2000,30154,12,30162,10,19007,1,19003,8,4376,20
2452,ex27,[天界]迪塔勒泰晤勒,Detar,90,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,2,9,67,0x37B5,150,250,450,350,145925,,,,,,,,,675,200,,,,,969,2000,30155,12,,,19007,1,19003,8,4386,20
2453,ex28,[天界]堕落大神官,Fallen,99,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,1,6,47,0x37B5,150,250,450,350,555555,,,,,,,,,675,200,,,,,969,2000,30147,12,30162,10,19007,1,19003,8,4441,1
2454,ex29,[天界]兰特克力斯,Valkyrie,99,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,2,8,80,0x37B5,150,250,450,350,0,,,,,,,,,675,200,,,,,969,2000,30147,12,30162,10,19007,1,19003,8,4407,1
2455,ex31,[天界]恶魔波利,Deviling,31,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,1,6,80,0x37B5,150,250,450,350,0,,,,,,,,,675,200,,,,,969,2000,30148,12,30162,10,19007,1,19003,8,4174,20
2456,ex32,[天界]兽人英雄,Orc Hero,77,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,2,7,42,0x37B5,150,250,450,350,29315,,,,,,,,,675,200,,,,,969,2000,30149,12,30162,10,19007,1,19003,8,4143,20
2457,ex33,[天界]贝思波,Vesper,97,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,2,2,80,0x37B5,150,250,450,350,100000,,,,,,,,,675,200,,,,,969,2000,30150,12,30162,10,19007,1,19003,8,4374,20
2458,ex34,[天界]圣天使波利,Arc Angeling,60,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,1,8,80,0x37B5,150,250,450,350,0,,,,,,,,,675,200,,,,,969,2000,30151,12,30162,10,19007,1,19003,8,4241,20
2459,ex35,[天界]白素贞,Osiris,78,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,1,1,89,0x37B5,150,200,450,350,35750,,,,,,,,,675,200,,,,,969,2000,30152,12,30162,10,19007,1,19003,8,4372,20
2460,ex36,[天界]阿特罗斯,Osiris,78,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,1,1,89,0x37B5,150,200,450,350,35750,,,,,,,,,675,200,,,,,969,2000,30153,12,30162,10,19007,1,19003,8,4425,20
2461,ex37,[天界]闇●剑士 赛尼亚,Osiris,78,150000000,0,71500,28600,4,200000,200000,10,80,100,700,200,1200,1800,100,15,15,1,1,89,0x37B5,150,200,450,350,35750,,,,,,,,,675,200,,,,,969,2000,30154,12,30162,10,19007,1,19003,8,4352,1
